type,latitude,longitude,altitude (m),vmg (km/h),course,slope (%),distance (km),distance_interval (m),eos,name,desc
T,36.183709000,-86.773818000,129.1,,5.2,-0.4,8.079,14.93,,,
T,36.183936000,-86.773792000,129.1,,5.3,-0.1,8.105,25.30,,,
T,36.183978000,-86.773787000,129.1,,5.5,-0.0,8.109,4.68,,,
T,36.184419000,-86.773729000,128.9,,6.1,-0.4,8.158,49.21,,,
T,36.184598000,-86.773705000,128.7,,6.2,-0.7,8.178,19.98,,,
T,36.184853000,-86.773679000,128.8,,4.7,0.0,8.207,28.39,,,
T,36.184915000,-86.773671000,128.8,,5.9,0.1,8.214,6.92,,,
T,36.185079000,-86.773651000,128.8,,5.6,0.0,8.232,18.29,,,
T,36.185587000,-86.773589000,128.6,,5.6,-0.4,8.289,56.64,,,
T,36.186177000,-86.773516000,127.9,,5.7,-1.1,8.355,65.80,,,
T,36.186613000,-86.773462000,127.6,,5.7,-0.5,8.403,48.62,,,
T,36.186842000,-86.773434000,127.6,,5.6,-0.2,8.429,25.53,,,
T,36.186979000,-86.773417000,127.5,,5.7,-0.4,8.444,15.28,,,
T,36.187449000,-86.773359000,127.3,,5.7,-0.3,8.496,52.41,,,
T,36.188804000,-86.773152000,130.0,,7.0,1.8,8.648,151.50,,,
T,36.189544000,-86.773029000,132.1,,7.6,2.6,8.731,82.85,,,
T,36.189734000,-86.772997000,132.5,,7.7,1.9,8.752,21.28,,,
T,36.190093000,-86.772937000,133.1,,7.7,1.3,8.792,40.20,,,
T,36.190115000,-86.772934000,133.1,,6.3,1.0,8.795,2.46,,,
T,36.191290000,-86.772789000,134.2,,5.7,0.8,8.926,131.03,,,
T,36.191764000,-86.772731000,135.0,,5.6,1.6,8.979,52.85,,,
T,36.191934000,-86.772711000,135.9,,5.4,4.7,8.997,18.95,,,
T,36.193050000,-86.772606000,143.6,,4.3,6.2,9.122,124.19,,,
T,36.194302000,-86.772366000,148.0,,8.8,3.1,9.262,140.59,,,
T,36.194410000,-86.772345000,148.2,,8.9,1.0,9.274,12.13,,,
T,36.194501000,-86.772326000,148.3,,9.6,1.2,9.285,10.24,,,
T,36.194795000,-86.772265000,149.0,,9.5,2.2,9.318,33.08,,,
T,36.194949000,-86.772234000,149.4,,9.2,2.3,9.335,17.31,,,
T,36.195231000,-86.772175000,149.9,,9.6,1.7,9.367,31.74,,,
T,36.195307000,-86.772159000,150.0,,9.6,1.2,9.375,8.56,,,
T,36.195597000,-86.772104000,150.5,,8.7,1.3,9.408,32.56,,,
T,36.196057000,-86.772005000,151.2,,9.9,1.4,9.460,51.81,,,
T,36.196079000,-86.771996000,151.2,,18.3,-0.1,9.462,2.57,,,
T,36.196452000,-86.771849000,151.7,,17.6,1.2,9.506,43.45,,,
T,36.196592000,-86.771774000,152.0,,23.4,1.4,9.523,16.94,,,
T,36.196847000,-86.771637000,152.1,,23.4,0.4,9.554,30.86,,,
T,36.196922000,-86.771597000,152.0,,23.3,-0.8,9.563,9.07,,,
T,36.196955000,-86.771579000,152.0,,23.8,-0.9,9.567,4.00,,,
T,36.197244000,-86.771425000,151.7,,23.3,-1.0,9.602,34.93,,,
T,36.197621000,-86.771221000,151.0,,23.6,-1.3,9.647,45.68,,,
T,36.197831000,-86.771108000,150.9,,23.5,-0.6,9.673,25.42,,,
T,36.198348000,-86.770828000,150.8,,23.6,-0.2,9.735,62.65,,,
T,36.198495000,-86.770749000,150.9,,23.4,0.7,9.753,17.79,,,
T,36.199012000,-86.770476000,151.3,,23.1,0.7,9.815,62.40,,,
T,36.199260000,-86.770345000,151.3,,23.1,-0.1,9.845,29.93,,,
T,36.199401000,-86.770271000,151.4,,23.0,0.7,9.862,17.00,,,
T,36.199469000,-86.770235000,151.5,,23.1,0.8,9.871,8.21,,,
T,36.199620000,-86.770155000,151.6,,23.1,0.7,9.889,18.23,,,
T,36.199887000,-86.770033000,152.2,,20.2,1.8,9.920,31.59,,,
T,36.199938000,-86.770009000,152.3,,20.8,2.2,9.927,6.06,,,
T,36.200092000,-86.769939000,152.7,,20.1,2.0,9.945,18.21,,,
T,36.200155000,-86.769910000,152.8,,20.4,1.8,9.952,7.46,,,
T,36.200186000,-86.769900000,152.9,,14.6,1.7,9.956,3.56,,,
T,36.200329000,-86.769857000,153.2,,13.6,1.7,9.972,16.33,,,
T,36.200808000,-86.769681000,154.2,,16.5,1.8,10.028,55.46,,,
T,36.201124000,-86.769618000,154.0,,9.1,-0.4,10.063,35.52,,,
T,36.201218000,-86.769599000,153.8,,9.3,-1.5,10.074,10.57,,,
T,36.201763000,-86.769490000,151.5,,9.2,-3.8,10.135,61.26,1,,
T,36.201763000,-86.769490000,151.5,,9.2,,10.135,0.00,,,
T,36.201903000,-86.769462000,151.1,,9.2,-2.9,10.151,15.74,,,
T,36.202193000,-86.769404000,150.7,,9.2,-1.2,10.183,32.60,,,
T,36.202476000,-86.769349000,151.1,,8.9,1.4,10.215,31.79,,,
T,36.202677000,-86.769311000,151.5,,8.7,1.8,10.238,22.56,,,
T,36.203164000,-86.769216000,152.3,,8.9,1.4,10.292,54.71,,,
T,36.203238000,-86.769202000,152.4,,8.7,2.1,10.301,8.31,,,
T,36.203714000,-86.769109000,153.6,,9.0,2.1,10.354,53.48,,,
T,36.203969000,-86.769060000,154.2,,8.8,2.1,10.383,28.64,,,
T,36.204153000,-86.769024000,154.6,,9.0,1.9,10.403,20.67,,,
T,36.204208000,-86.769013000,154.7,,9.2,1.6,10.410,6.18,,,
T,36.204714000,-86.768915000,154.6,,8.9,-0.2,10.466,56.83,,,
T,36.204800000,-86.768898000,154.5,,9.1,-1.1,10.476,9.66,,,
T,36.204836000,-86.768891000,154.4,,8.9,-1.2,10.480,4.04,,,
T,36.205221000,-86.768787000,153.0,,12.3,-3.2,10.524,43.73,,,
T,36.205304000,-86.768765000,152.5,,12.1,-6.2,10.533,9.42,,,
T,36.205484000,-86.768716000,151.3,,12.4,-5.7,10.554,20.45,,,
T,36.205780000,-86.768619000,149.7,,14.8,-4.8,10.588,33.98,,,
T,36.205892000,-86.768582000,149.1,,14.9,-4.5,10.601,12.87,,,
T,36.205905000,-86.768783000,149.1,,274.6,-0.2,10.619,18.13,,,
T,36.205918000,-86.768980000,148.6,,274.7,-2.4,10.636,17.77,,,
T,36.205944000,-86.769382000,148.0,,274.6,-1.8,10.673,36.27,,,
T,36.205964000,-86.769691000,147.6,,274.6,-1.3,10.701,27.88,,,
T,36.206089000,-86.771016000,144.7,,276.7,-2.4,10.821,119.96,,,
T,36.206131000,-86.771163000,144.2,,289.5,-3.5,10.835,14.02,,,
T,36.206156000,-86.771461000,143.2,,275.9,-3.7,10.862,26.94,,,
T,36.206196000,-86.771934000,141.2,,276.0,-4.8,10.904,42.77,,,
T,36.206232000,-86.772340000,138.9,,276.3,-6.3,10.941,36.73,,,
T,36.206263000,-86.772698000,136.0,,276.1,-9.0,10.973,32.38,,,
T,36.206310000,-86.773291000,133.1,,275.6,-5.4,11.027,53.58,,,
T,36.206345000,-86.773741000,133.4,,275.5,0.7,11.068,40.65,,,
T,36.206411000,-86.774587000,136.6,,275.5,4.2,11.144,76.43,,,
T,36.206426000,-86.774783000,137.1,,275.4,2.9,11.162,17.70,,,
T,36.206447000,-86.775041000,137.5,,275.8,1.8,11.185,23.32,,,
T,36.206488000,-86.775581000,138.2,,275.4,1.4,11.234,48.77,,,
T,36.206515000,-86.776118000,138.9,,273.6,1.3,11.282,48.38,,,
T,36.206526000,-86.776340000,138.5,,273.5,-1.6,11.302,20.00,,,
T,36.206528000,-86.776377000,138.5,,273.8,-2.0,11.306,3.33,,,
T,36.206539000,-86.776599000,138.2,,273.5,-1.5,11.326,20.00,,,
T,36.206549000,-86.776805000,137.7,,273.4,-2.8,11.344,18.56,,,
T,36.206649000,-86.777612000,139.9,,278.7,3.0,11.418,73.42,,,
T,36.206625000,-86.777882000,140.5,,263.7,2.7,11.442,24.43,,,
T,36.206655000,-86.778390000,142.2,,274.2,3.7,11.488,45.80,,,
T,36.206673000,-86.778780000,143.6,,273.3,4.1,11.523,35.13,,,
T,36.206681000,-86.778954000,144.4,,273.3,4.9,11.539,15.67,,,
T,36.206686000,-86.779064000,144.9,,273.2,5.2,11.548,9.91,,,
T,36.206692000,-86.779189000,145.6,,273.4,5.9,11.560,11.26,,,
T,36.206696000,-86.779264000,146.0,,273.8,6.0,11.567,6.76,,,
T,36.206701000,-86.779369000,146.5,,273.4,5.4,11.576,9.46,,,
T,36.206716000,-86.779696000,147.9,,273.3,4.7,11.605,29.45,,,
T,36.206720000,-86.779785000,148.2,,273.2,4.3,11.613,8.02,,,
T,36.206738000,-86.780152000,149.8,,273.5,4.9,11.647,33.06,,,
T,36.206740000,-86.780212000,149.9,,272.4,1.3,11.652,5.40,,,
T,36.206749000,-86.780392000,150.1,,273.5,1.4,11.668,16.22,,,
T,36.206759000,-86.780603000,150.0,,273.4,-0.9,11.687,19.01,,,
T,36.206770000,-86.780854000,149.5,,273.1,-2.1,11.710,22.60,,,
T,36.206789000,-86.781037000,149.0,,277.3,-2.9,11.726,16.59,,,
T,36.206850000,-86.781502000,147.4,,279.2,-3.7,11.769,42.36,,,
T,36.206939000,-86.782081000,145.2,,280.8,-4.2,11.822,53.00,,,
T,36.207008000,-86.782389000,143.9,,285.5,-4.5,11.850,28.74,,,
T,36.207056000,-86.782607000,143.1,,285.3,-4.1,11.871,20.31,,,
T,36.207211000,-86.783305000,143.1,,285.4,0.0,11.936,65.08,,,
T,36.207338000,-86.783921000,146.5,,284.3,5.9,11.993,57.16,,,
T,36.207375000,-86.784096000,147.5,,284.7,6.2,12.009,16.26,,,
T,36.207420000,-86.784305000,148.9,,284.9,7.1,12.029,19.45,,,
T,36.207463000,-86.784508000,149.9,,284.7,5.0,12.048,18.87,,,
T,36.207597000,-86.785141000,152.4,,284.7,4.4,12.106,58.83,,,
T,36.207687000,-86.785490000,154.0,,287.7,4.8,12.139,32.94,,,
T,36.207711000,-86.785584000,154.4,,287.6,4.9,12.148,8.86,,,
T,36.207863000,-86.786202000,156.7,,287.0,3.8,12.206,58.08,,,
T,36.208156000,-86.787354000,162.5,,287.5,5.3,12.315,108.58,,,
T,36.208297000,-86.787901000,165.4,,287.7,5.6,12.366,51.62,,,
T,36.208308000,-86.787947000,165.5,,286.5,4.3,12.371,4.31,,,
T,36.208316000,-86.788014000,165.7,,278.4,2.6,12.377,6.09,,,
T,36.208333000,-86.788155000,166.0,,278.5,2.7,12.390,12.82,,,
T,36.208336000,-86.788492000,166.0,,270.6,-0.1,12.420,30.31,,,
T,36.208302000,-86.788867000,164.8,,263.6,-3.6,12.454,33.93,,,
T,36.208203000,-86.789337000,163.2,,255.4,-3.7,12.498,43.67,,,
T,36.208096000,-86.789625000,161.7,,245.3,-5.4,12.526,28.49,,,
T,36.207820000,-86.790110000,159.0,,234.8,-4.9,12.579,53.29,,,
T,36.207348000,-86.790937000,155.9,,234.7,-3.4,12.670,90.96,,,
T,36.207327000,-86.790974000,155.8,,234.9,-3.4,12.674,4.06,,,
T,36.207101000,-86.791413000,154.4,,237.5,-2.9,12.721,46.77,,,
T,36.207081000,-86.791472000,154.2,,247.2,-3.4,12.727,5.75,,,
T,36.207034000,-86.791620000,153.6,,248.5,-4.2,12.741,14.29,,,
T,36.207155000,-86.791731000,152.9,,323.5,-4.1,12.758,16.73,,,
T,36.207351000,-86.791912000,151.8,,323.3,-4.3,12.785,27.17,,,
T,36.207456000,-86.792009000,151.3,,323.3,-3.5,12.800,14.55,,,
T,36.207523000,-86.792091000,150.9,,315.4,-3.3,12.810,10.47,,,
T,36.207897000,-86.792554000,150.8,,315.0,-0.3,12.869,58.79,,,
T,36.207955000,-86.792657000,151.0,,304.9,1.9,12.880,11.28,,,
T,36.208067000,-86.792859000,152.0,,304.5,4.6,12.902,22.01,,,
T,36.208182000,-86.793065000,153.1,,304.7,5.1,12.925,22.49,,,
T,36.208289000,-86.793281000,154.2,,301.5,4.6,12.947,22.77,,,
T,36.208300000,-86.793312000,154.3,,293.7,3.7,12.951,3.04,,,
T,36.208323000,-86.793377000,154.5,,293.7,3.8,12.957,6.38,,,
T,36.208405000,-86.793606000,155.4,,293.9,3.8,12.979,22.51,,,
T,36.208545000,-86.794001000,157.0,,293.7,4.0,13.018,38.77,,,
T,36.208770000,-86.794741000,160.1,,290.6,4.4,13.089,71.07,,,
T,36.209007000,-86.795227000,160.5,,301.1,0.9,13.140,51.01,,,
T,36.209292000,-86.795603000,159.1,,313.2,-3.1,13.187,46.30,,,
T,36.209494000,-86.795816000,157.9,,319.6,-3.9,13.216,29.48,,,
T,36.209974000,-86.796207000,157.8,,326.7,-0.1,13.280,63.82,,,
T,36.210685000,-86.796723000,161.2,,329.6,3.7,13.371,91.53,,,
T,36.210940000,-86.796955000,162.2,,323.7,3.0,13.407,35.15,,,
T,36.211122000,-86.797135000,162.9,,321.4,2.5,13.432,25.88,,,
T,36.211521000,-86.797580000,164.2,,318.0,2.3,13.492,59.68,,,
T,36.212309000,-86.798604000,166.6,,313.6,1.8,13.619,126.98,,,
T,36.212441000,-86.798748000,165.8,,318.6,-3.9,13.639,19.55,,,
T,36.212527000,-86.798842000,165.6,,318.6,-1.7,13.651,12.75,,,
T,36.212783000,-86.799123000,164.4,,318.5,-3.2,13.689,38.02,,,
T,36.212834000,-86.799178000,164.2,,319.0,-2.9,13.697,7.52,,,
T,36.213138000,-86.799421000,163.1,,327.2,-2.7,13.737,40.19,,,
T,36.213276000,-86.799534000,162.6,,326.5,-2.9,13.755,18.38,,,
T,36.213836000,-86.799998000,160.2,,326.2,-3.1,13.830,74.85,,,
T,36.214752000,-86.800742000,157.5,,326.8,-2.2,13.952,121.68,1,,
T,36.214752000,-86.800742000,157.5,,326.8,,13.952,0.00,,,
T,36.216305000,-86.802004000,153.5,,326.8,-1.9,14.158,206.33,,,
T,36.217435000,-86.802896000,151.7,,327.5,-1.2,14.307,148.85,,,
T,36.217654000,-86.803068000,151.4,,327.6,-1.0,14.336,28.80,,,
T,36.218191000,-86.803492000,151.2,,327.5,-0.3,14.407,70.74,,,
T,36.218674000,-86.803837000,150.9,,330.0,-0.5,14.469,61.93,,,
T,36.218860000,-86.803970000,150.6,,330.0,-1.3,14.493,23.85,,,
T,36.219581000,-86.804360000,150.8,,336.4,0.2,14.580,87.35,,,
T,36.219847000,-86.804485000,150.6,,339.2,-0.7,14.611,31.58,,,
T,36.219954000,-86.804536000,150.3,,339.0,-1.7,14.624,12.73,,,
T,36.220397000,-86.804690000,149.6,,344.3,-1.5,14.675,51.07,,,
T,36.220460000,-86.804707000,149.6,,347.7,-0.2,14.682,7.16,,,
T,36.220727000,-86.804782000,149.8,,347.2,0.8,14.713,30.38,,,
T,36.221145000,-86.804898000,151.0,,347.4,2.4,14.760,47.54,,,
T,36.221737000,-86.805061000,153.4,,347.5,3.5,14.828,67.31,,,
T,36.221955000,-86.805121000,154.4,,347.5,4.0,14.852,24.78,,,
T,36.222357000,-86.805281000,156.1,,342.2,3.7,14.899,46.87,,,
T,36.222835000,-86.805552000,155.6,,335.4,-0.8,14.958,58.37,,,
T,36.223222000,-86.805878000,153.3,,325.8,-4.5,15.010,51.99,,,
T,36.223824000,-86.806417000,151.1,,324.2,-2.7,15.092,82.53,,,
T,36.223844000,-86.806435000,151.0,,324.0,-0.9,15.095,2.75,,,
T,36.224349000,-86.806898000,149.7,,323.5,-1.9,15.165,69.81,,,
T,36.224505000,-86.807041000,149.3,,323.5,-1.8,15.186,21.56,,,
T,36.224602000,-86.807123000,149.2,,325.7,-0.8,15.199,13.05,,,
T,36.224892000,-86.807366000,149.9,,325.9,1.8,15.238,38.89,,,
T,36.225356000,-86.807805000,153.7,,322.6,5.9,15.303,64.87,,,
T,36.226261000,-86.808836000,151.5,,317.4,-1.7,15.440,136.66,,,
T,36.226972000,-86.809630000,145.2,,318.0,-5.9,15.546,106.40,,,
T,36.227464000,-86.810180000,140.7,,318.0,-6.1,15.620,73.66,,,
T,36.227922000,-86.810692000,137.7,,318.0,-4.3,15.688,68.57,,,
T,36.228236000,-86.811022000,136.3,,319.7,-3.1,15.734,45.76,,,
T,36.228701000,-86.811423000,135.1,,325.2,-2.0,15.797,62.94,,,
T,36.228860000,-86.811561000,134.6,,325.0,-2.1,15.819,21.57,,,
T,36.228933000,-86.811620000,134.4,,326.9,-1.7,15.828,9.68,,,
T,36.230004000,-86.812442000,132.7,,328.2,-1.2,15.968,139.94,,,
T,36.230426000,-86.812743000,135.0,,330.1,4.1,16.022,54.08,,,
T,36.230547000,-86.812828000,135.3,,330.5,2.3,16.038,15.45,,,
T,36.231232000,-86.813311000,136.3,,330.4,1.1,16.125,87.54,,,
T,36.232445000,-86.814167000,137.5,,330.4,0.8,16.280,155.04,,,
T,36.233171000,-86.814679000,138.6,,330.4,1.2,16.373,92.78,,,
T,36.233781000,-86.815140000,140.6,,328.6,2.4,16.453,79.37,,,
T,36.234039000,-86.815335000,141.6,,328.6,3.0,16.486,33.57,,,
T,36.234624000,-86.815778000,143.0,,328.6,1.9,16.562,76.16,,,
T,36.235378000,-86.816336000,147.1,,329.2,4.2,16.660,97.55,,,
T,36.235821000,-86.816660000,149.5,,329.5,4.2,16.717,57.14,,,
T,36.236161000,-86.816911000,151.4,,329.2,4.3,16.761,43.96,,,
T,36.236181000,-86.816925000,151.5,,330.6,3.9,16.763,2.55,,,
T,36.237109000,-86.817592000,150.9,,329.9,-0.5,16.883,119.16,,,
T,36.237680000,-86.818002000,148.3,,329.9,-3.5,16.956,73.30,,,
T,36.237726000,-86.818035000,148.1,,329.9,-3.0,16.962,5.90,,,
T,36.237905000,-86.818153000,147.6,,332.0,-2.4,16.984,22.52,,,
T,36.238228000,-86.818364000,146.7,,332.2,-2.1,17.025,40.55,,,
T,36.238248000,-86.818378000,146.7,,330.6,-0.9,17.027,2.55,,,
T,36.238355000,-86.818447000,146.7,,332.5,-0.2,17.041,13.40,,,
T,36.238728000,-86.818692000,147.1,,332.1,0.9,17.088,46.88,,,
T,36.238759000,-86.818712000,147.2,,332.5,1.5,17.092,3.88,,,
T,36.239005000,-86.818870000,147.2,,332.6,0.2,17.122,30.77,,,
T,36.239120000,-86.818944000,147.1,,332.6,-0.6,17.137,14.39,,,
T,36.239247000,-86.819025000,146.9,,332.8,-1.3,17.153,15.86,,,
T,36.239539000,-86.819213000,146.2,,332.6,-2.0,17.189,36.54,,,
T,36.239762000,-86.819356000,145.5,,332.7,-2.5,17.217,27.88,,,
T,36.240229000,-86.819655000,145.0,,332.7,-0.9,17.275,58.38,,,
T,36.240843000,-86.820049000,145.1,,332.6,0.2,17.352,76.79,,,
T,36.240885000,-86.820076000,145.2,,332.6,1.8,17.357,5.25,,,
T,36.241174000,-86.820262000,146.7,,332.6,4.3,17.394,36.17,,,
T,36.241487000,-86.820466000,148.9,,332.3,5.6,17.433,39.28,,,
T,36.242398000,-86.821063000,156.4,,332.1,6.5,17.547,114.45,,,
T,36.242792000,-86.821343000,157.4,,330.2,2.0,17.598,50.45,,,
T,36.242936000,-86.821456000,157.3,,327.7,-1.0,17.617,18.93,,,
T,36.243232000,-86.821687000,155.8,,327.8,-3.9,17.656,38.86,,,
T,36.243696000,-86.822085000,151.7,,325.3,-6.5,17.718,62.70,,,
T,36.243788000,-86.822165000,150.8,,325.0,-6.6,17.731,12.49,,,
T,36.244013000,-86.822356000,149.2,,325.6,-5.5,17.761,30.30,,,
T,36.244060000,-86.822403000,148.7,,321.1,-7.1,17.768,6.71,,,
T,36.244502000,-86.822792000,144.6,,324.6,-6.8,17.828,60.23,,,
T,36.245255000,-86.823456000,139.7,,324.6,-4.8,17.931,102.68,,,
T,36.245290000,-86.823485000,139.5,,326.2,-2.8,17.935,4.68,,,
T,36.245533000,-86.823701000,138.8,,324.4,-2.0,17.969,33.23,,,
T,36.245703000,-86.823851000,139.1,,324.6,0.9,17.992,23.19,,,
T,36.245734000,-86.823879000,139.1,,323.9,0.4,17.996,4.26,,,
T,36.246531000,-86.824549000,140.8,,325.9,1.6,18.103,106.99,,,
T,36.246934000,-86.824887000,140.2,,325.9,-1.1,18.157,54.06,,,
T,36.246985000,-86.824928000,140.1,,327.0,-1.9,18.164,6.75,,,
T,36.247161000,-86.825078000,139.8,,325.5,-1.2,18.188,23.73,,,
T,36.248066000,-86.825838000,140.1,,325.9,0.2,18.309,121.45,,,
T,36.248087000,-86.825856000,140.1,,325.3,-1.6,18.312,2.84,,,
T,36.248358000,-86.826085000,139.7,,325.7,-1.1,18.348,36.44,,,
T,36.248555000,-86.826251000,139.5,,325.8,-0.5,18.375,26.47,,,
T,36.248733000,-86.826402000,139.4,,325.6,-0.7,18.399,23.96,,,
T,36.248874000,-86.826521000,139.2,,325.8,-0.9,18.418,18.95,,,
T,36.249180000,-86.826786000,138.8,,325.1,-0.9,18.459,41.48,,,
T,36.249404000,-86.826992000,138.4,,323.4,-1.5,18.490,30.99,,,
T,36.249687000,-86.827253000,137.6,,323.4,-1.9,18.529,39.20,,,
T,36.250176000,-86.827747000,137.6,,320.8,-0.1,18.600,70.11,,,
T,36.250764000,-86.828367000,136.3,,319.6,-1.5,18.685,85.80,,,
T,36.251237000,-86.828856000,138.4,,320.2,3.1,18.754,68.46,,,
T,36.251657000,-86.829252000,138.5,,322.8,0.1,18.812,58.64,,,
T,36.252117000,-86.829581000,138.9,,330.0,0.6,18.871,58.99,,,
T,36.252473000,-86.829748000,139.0,,339.3,0.4,18.914,42.26,,,
T,36.252640000,-86.829810000,139.1,,343.3,0.6,18.933,19.35,,,
T,36.252802000,-86.829861000,139.4,,345.8,1.2,18.952,18.55,,,
T,36.252956000,-86.829905000,139.5,,347.0,0.6,18.969,17.54,,,
T,36.253179000,-86.829954000,139.6,,350.0,0.6,18.994,25.13,,,
T,36.253509000,-86.829978000,139.8,,356.6,0.5,19.031,36.68,,,
T,36.253650000,-86.829988000,139.9,,356.7,0.5,19.047,15.67,,,
T,36.253903000,-86.830007000,140.1,,356.5,0.8,19.075,28.13,,,
T,36.254201000,-86.830024000,140.4,,357.4,1.0,19.108,33.10,,,
T,36.254418000,-86.830033000,140.5,,358.1,0.4,19.132,24.09,,,
T,36.254441000,-86.830034000,140.5,,358.0,-0.2,19.134,2.55,,,
T,36.254939000,-86.830066000,140.6,,357.0,0.2,19.190,55.33,,,
T,36.255106000,-86.830077000,140.6,,357.0,-0.4,19.208,18.56,,,
T,36.255316000,-86.830089000,140.4,,357.4,-0.6,19.232,23.33,,,
T,36.255649000,-86.830112000,140.4,,356.8,-0.2,19.269,37.01,,,
T,36.255857000,-86.830127000,140.3,,356.7,-0.2,19.292,23.12,,,
T,36.256021000,-86.830138000,140.3,,356.9,-0.3,19.310,18.22,,,
T,36.256852000,-86.830196000,140.3,,356.8,0.1,19.402,92.36,,,
T,36.258146000,-86.830287000,142.1,,356.8,1.2,19.546,143.82,,,
T,36.258547000,-86.830315000,143.0,,356.8,2.1,19.591,44.57,,,
T,36.258617000,-86.830320000,143.1,,356.7,1.8,19.599,7.78,,,
T,36.259312000,-86.830370000,143.6,,356.7,0.6,19.676,77.25,,,
T,36.259694000,-86.830417000,143.3,,354.3,-0.7,19.718,42.60,,,
T,36.260493000,-86.830516000,143.2,,354.3,-0.1,19.808,89.11,,,
T,36.261071000,-86.830589000,144.5,,354.2,1.9,19.872,64.47,,,
T,36.261524000,-86.830646000,144.1,,354.2,-0.7,19.923,50.53,,,
T,36.261616000,-86.830653000,144.0,,356.5,-1.2,19.933,10.23,,,
T,36.262463000,-86.830715000,143.1,,356.6,-1.0,20.027,94.15,,,
T,36.264100000,-86.830796000,142.6,,357.7,-0.3,20.209,181.79,,,
T,36.264221000,-86.830802000,142.6,,357.7,0.6,20.222,13.44,,,
T,36.264334000,-86.830807000,142.7,,358.0,0.6,20.235,12.55,,,
T,36.264581000,-86.830818000,142.9,,357.9,0.6,20.262,27.43,,,
T,36.264749000,-86.830825000,142.9,,358.1,0.2,20.281,18.65,,,
T,36.264836000,-86.830829000,142.9,,357.9,0.2,20.290,9.66,,,
T,36.265012000,-86.830837000,142.4,,357.9,-2.7,20.310,19.54,,,
T,36.265058000,-86.830839000,142.2,,358.0,-3.3,20.315,5.11,,,
T,36.265127000,-86.830841000,142.0,,358.7,-3.3,20.323,7.66,,,
T,36.265360000,-86.830851000,142.6,,358.0,2.3,20.349,25.87,,,
T,36.265707000,-86.830864000,143.1,,358.3,1.5,20.387,38.52,,,
T,36.266140000,-86.830879000,143.2,,358.4,0.1,20.435,48.07,,,
T,36.266261000,-86.830883000,143.4,,358.5,1.1,20.449,13.43,,,
T,36.266522000,-86.830892000,143.5,,358.4,0.5,20.478,28.97,,,
T,36.267359000,-86.831003000,142.8,,353.9,-0.8,20.571,93.41,,,
T,36.271532000,-86.831809000,149.7,,351.1,1.5,21.040,468.68,,,
T,36.272591000,-86.832090000,148.8,,347.9,-0.8,21.160,120.19,,,
T,36.273019000,-86.832217000,148.8,,346.5,0.2,21.209,48.84,,,
T,36.273063000,-86.832232000,148.9,,344.6,0.6,21.214,5.07,,,
T,36.273684000,-86.832474000,150.6,,342.6,2.4,21.286,72.26,,,
T,36.274638000,-86.832847000,152.8,,342.5,2.0,21.397,111.04,,,
T,36.274996000,-86.832986000,154.5,,342.6,4.0,21.439,41.64,,,
T,36.275149000,-86.833046000,154.9,,342.5,2.6,21.457,17.81,,,
T,36.275213000,-86.833066000,154.9,,345.9,-0.2,21.464,7.33,,,
T,36.275303000,-86.833093000,155.0,,346.4,0.4,21.474,10.28,,,
T,36.275616000,-86.833190000,155.0,,346.0,0.0,21.510,35.81,,,
T,36.275832000,-86.833257000,154.6,,346.0,-1.4,21.535,24.71,,,
T,36.276204000,-86.833371000,154.6,,346.1,-0.0,21.577,42.53,,,
T,36.276521000,-86.833469000,155.1,,346.0,1.3,21.613,36.26,,,
T,36.276664000,-86.833513000,155.0,,346.1,-0.6,21.630,16.35,,,
T,36.278324000,-86.834071000,157.6,,344.8,1.4,21.821,190.90,,,
T,36.278341000,-86.834077000,157.6,,344.1,1.5,21.823,1.96,,,
T,36.278793000,-86.834311000,158.5,,337.3,1.6,21.877,54.38,,,
T,36.279244000,-86.834589000,160.4,,333.6,3.4,21.933,55.93,,,
T,36.279298000,-86.834629000,160.5,,329.2,1.5,21.940,6.99,,,
T,36.279402000,-86.834706000,160.7,,329.2,1.4,21.953,13.46,,,
T,36.279654000,-86.834934000,160.7,,323.9,0.1,21.988,34.66,,,
T,36.280349000,-86.835564000,160.6,,323.8,-0.2,22.084,95.66,,,
T,36.281273000,-86.836401000,160.0,,323.9,-0.5,22.211,127.15,,,
T,36.281837000,-86.836955000,161.1,,321.6,1.4,22.291,79.96,,,
T,36.282121000,-86.837233000,161.3,,321.7,0.6,22.331,40.21,1,,
T,36.282121000,-86.837233000,161.3,,321.7,,22.331,0.00,,,
T,36.282154000,-86.837266000,161.4,,321.1,1.6,22.336,4.71,,,
T,36.282440000,-86.837546000,161.8,,321.7,1.0,22.376,40.50,,,
T,36.282850000,-86.837949000,163.4,,321.6,2.8,22.434,58.14,,,
T,36.282879000,-86.837977000,163.6,,322.1,4.3,22.439,4.08,,,
T,36.283165000,-86.838263000,164.9,,321.1,3.1,22.479,40.83,,,
T,36.283530000,-86.838628000,165.0,,321.1,0.2,22.531,52.11,,,
T,36.283564000,-86.838657000,165.0,,325.5,1.2,22.536,4.58,,,
T,36.284086000,-86.839092000,165.8,,326.1,1.1,22.606,69.87,,,
T,36.284803000,-86.839690000,166.1,,326.1,0.3,22.702,96.00,,,
T,36.285227000,-86.840044000,165.9,,326.1,-0.2,22.759,56.79,,,
T,36.285258000,-86.840075000,165.9,,321.1,-0.6,22.763,4.43,,,
